repository	commit	date	subject	subsystem	disposition	relevance reason
nodejs/node	028ad5e37d75f0eeee142a7091d26e1803f26a02	2025-10-24T11:54:41+02:00	test: move test-runner-watch-mode helper into common	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	7c0995c21b33009339fb97e2257eba56617b6b48	2025-10-24T12:59:47+02:00	test: split test-runner-watch-mode	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	77d81979a3ec43ad74f6d462bfce32e90909b3ba	2025-10-28T04:29:04-07:00	node-api: use local files for instanceof test	node-node-api	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	fb3451512b20b2045a27288def45c30e8e1735bc	2025-10-24T13:20:33Z	2025-10-28, Version 24.11.0 'Krypton' (LTS)	node-2025-10-28-version-24-11-0-krypton-lts-	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	be0ecff7a7cdfc9c29a5882a034d2b780d8e2a50	2025-10-23T12:52:25+01:00	2025-10-28, Version 22.21.1 'Jod' (LTS)	node-2025-10-28-version-22-21-1-jod-lts-	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	f1d863417927127e9ba467dc13848295a2cfb81a	2025-10-28T01:23:13+01:00	2025-10-28, Version 25.1.0 (Current)	node-2025-10-28-version-25-1-0-current-	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	79d0ed77e5dedf244db480e16c248b815b2a2d9f	2025-10-28T15:19:51-04:00	meta: call `create-release-post.yml` post release	node-meta	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	4e9e5a183c3f918247942f7d187174d0888fa10a	2025-10-28T22:42:25+03:00	src: add enum handle for ToStringHelper + formatting	node-src	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	dec0213c834607e7721ee250d8c46ef9cd112efe	2025-10-28T21:13:50Z	doc: add known issue to v24.11.0 release notes	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	63f83408ee64c8295286a1de5e402b432ed2f303	2025-10-29T10:33:10+01:00	test,crypto: update x448 and ed448 expectation when on boringssl	node-test-crypto	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	77a0a0fc6029cc9499559c2268095377f68b08ba	2025-10-29T20:20:29+09:00	inspector: fix crash when receiving non json message	node-inspector	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	66f19ddd18d0f18a079aaa1141d5c987bcceff8e	2025-10-29T14:21:30+01:00	tools: document that nixpkgs updates should not be backported	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	53e325ffd08286e65b387c7c82ff6b36e9bac513	2025-10-29T16:16:59+01:00	test: ensure assertions are reachable in more folders	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	646e19e2b4a97b70adfa5cd1d5328c69f831e32b	2025-10-25T23:49:42+02:00	test: ensure assertions are reachable in `test/sequential`	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	04e2d71323a27ed28c88be394314e494eb556801	2025-10-29T16:55:55+01:00	doc: clarify --use-system-ca support status	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	88080944ce3d0942090d70fbaca33304880916c3	2025-10-29T21:11:00+01:00	tools: remove undici from daily wpt.fyi job	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	b470ba08e110c8eba7bff36eaaf6bcfca21396cc	2025-10-30T01:41:25+01:00	src: clean up generic counter implementation	node-src	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	3dba25fbd239f446ab1988ffbf6410de8fee1078	2025-10-30T09:55:51+01:00	stream: don't try to read more if reading	node-stream	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	8ea8d4ce838b848c366952db1c9605c9769807e3	2025-10-30T10:50:44Z	src: remove unconditional NAPI_EXPERIMENTAL in node.h	node-src	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	7d52d9c5cbf68b500ef614825c187ffe0f5083b2	2025-10-30T13:06:55+01:00	tools: pin OpenSSL to 3.5.4 on test-shared workflow	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	515ca295fb78e2e335aced28c23e3551d17ae9dc	2025-10-30T13:53:22+01:00	tools: skip running test-shared on deps changes	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	a556db4782e4a27914e998ce4e8ae008bdd281a3	2025-10-30T11:10:44-03:00	node-api: add napi_create_object_with_properties	node-node-api	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	bdf03bfcd5420fa9d2ea824d6338080363cdf309	2025-10-30T22:43:31+08:00	http: replace startsWith with strict equality	node-http	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	fdcf4d9454f050d199c49ff25f25d7bad133ff56	2025-10-30T18:29:10+01:00	tools: fix failing release-proposal linter for LTS transitions	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	0981426d3c37891fcf03a1bba5611bcd2cd5ba22	2025-10-30T23:46:05-03:00	sqlite,doc: fix StatementSync section	node-sqlite-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	fbef1cf438ad27ce04d679aa3384e5e291d20474	2025-10-31T16:33:38+08:00	util: fix stylize of special properties in inspect	node-util	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	684c3b31f066cb3506315f721070c11a9a788116	2025-10-31T14:18:50+01:00	test: capture stack trace in debugger timeout errors	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	1bb853c9d9e9cea2575d8f3781fd7561e4d58213	2025-10-31T16:28:08+01:00	doc: clarify Linux runtime requirements for >=25	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	2fb3c7eef595a7315aabf925ba3c1302566391d8	2025-10-31T19:48:29Z	lib: throw from localStorage getter on missing storage path	node-lib	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	943b1edb3cc2e4e34979ef27173f59674508d15f	2025-10-31T21:30:23+01:00	doc: correct module loading descriptions	node-doc	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	3e31baeda6cf597ab3804dd8ca6f049a1d126940	2025-10-31T21:45:10+01:00	esm: use sync loading/resolving on non-loader-hook thread	node-esm	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	3c248c35562389d13057927f11a90b1671cf85ca	2025-11-01T08:11:01+01:00	tools: fix linter for semver-major release proposals	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	e1e0830ae519765d7f0f941feb4f52b44a5adefc	2025-11-01T09:34:43+01:00	tools: fix update-icu script	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	fa33ba3f76cc0bf3d4ab8eda11b45eb3b08626e2	2025-11-01T12:15:52+01:00	test: fix flaky test-watch-mode-kill-signal-*	node-test	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	f46152fdb3ad0f9a81a199c2a933bc2b23833639	2025-10-27T18:59:23+05:30	http2: add diagnostics channels for client stream request body	buffer-memory	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	24bebd01a72a30743a35d7c7c12c559a77464995	2025-11-01T23:51:55+01:00	buffer: speed up concat via TypedArray#set	buffer-memory	retained-by-path	Changed a screened Node/V8 integration or memory-related path. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	8f66bec900e65479b03cb5715f17bcb68ea35a7f	2025-11-02T21:17:53+08:00	deps: V8: cherry-pick 7ef6a001762	v8-roll-or-backport	provenance-reviewed	Bundled-V8 roll or upstream backport/cherry-pick; retained for exact provenance. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	2595dd52a79926141730e1c8c7c42e6b2ef8d9a5	2025-10-31T14:57:27+01:00	src: move Node-API version detection to where it is used	node-src	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	85ee01c8383aba458b0388c9908ed5d92185e4e2	2025-10-31T14:59:37+01:00	src: move `napi_addon_register_func` to `node_api_types.h`	node-src	retained-by-subject	Subject matched the compiler/Wasm/memory/trap/CPU screening vocabulary. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	dbe45b767b0bb9c984206edd4ad0b5658d7c2fe4	2025-11-02T15:35:09+01:00	test: ensure assertions are reachable in `test/internet`	node-test	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	c586449f0661534c5dbd16dc219f37871d4258cc	2025-11-02T18:40:23+01:00	tools: skip unaffected GHA jobs for changes in `test/internet`	node-tools	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	0de8425dc9d8926d543fe517843f31567a6b6154	2025-11-03T04:09:37+09:00	doc: instantiate resolver object	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	601208b671e0b4816ff5ebc601290569a6cdddd7	2025-11-02T15:58:17-05:00	doc: clarify require(esm) description	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	c2a4acb1008362b4ea533b9331a573ba7316d2e1	2025-11-03T00:33:58+01:00	console: optimize single-string logging	node-console	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
nodejs/node	72c0fdf125314145e6ddef3543965ee63227542f	2025-11-03T13:54:01+09:00	doc: add haramj as triager	node-doc	screened-out	No subject or changed-path match to the defined engine/runtime mechanisms. Present only on the newer endpoint side of the symmetric tag comparison.
